price,bathrooms,sqft_living,grade,sqft_above,sqft_living15
110000.0,1.0,760,5,760,1360
477000.0,1.75,1780,7,1210,1780
500000.0,2.0,1550,8,1550,1440
885000.0,2.5,4090,10,4090,3510
235000.0,1.0,880,7,880,1240
210000.0,2.75,1320,7,880,1490
320000.0,1.0,950,6,950,1480
406000.0,1.75,1390,7,1390,1910
350000.0,1.75,1900,8,1220,1850
350000.0,0.75,1392,7,1392,1640
720000.0,2.5,3340,10,3340,3160
604700.0,2.75,2750,9,1720,2860
343000.0,1.0,1400,5,1400,1250
558000.0,2.25,2220,8,1280,2020
364000.0,1.0,1210,7,1210,1100
420000.0,1.75,2390,7,1290,2270
450000.0,2.0,1870,7,1870,1870
392000.0,1.5,940,7,810,940
100000.0,1.0,1120,5,860,1120
480000.0,2.5,1250,8,1250,1250
212000.0,1.5,1060,7,1060,1270
560000.0,2.5,2410,7,1600,2410
359950.0,2.75,2844,8,2844,2273
535000.0,2.5,2200,7,1330,2290
980000.0,4.0,3460,10,2830,1890
720000.0,1.0,1580,8,1580,2170
619950.0,1.0,1520,7,920,1600
489000.0,2.5,2260,9,2260,2750
415000.0,2.0,1800,7,1000,1690
672500.0,2.5,2650,10,2650,2650
352500.0,1.0,1000,7,1000,1090
258750.0,2.0,2300,6,1150,1230
350000.0,1.0,1080,6,1080,1410
152000.0,1.0,902,7,902,1510
378500.0,1.0,730,7,730,1620
1017000.0,1.75,2600,8,2600,2750
419000.0,1.5,1570,7,1570,1570
895000.0,3.0,2876,9,1970,3500
668500.0,2.25,2290,8,1780,2360
487000.0,2.5,1470,8,1470,1470
538000.0,3.5,2620,8,1970,1960
898000.0,1.5,2680,8,1450,2900
315000.0,2.0,2020,8,2020,1940
800000.0,2.5,2100,7,2100,2100
516130.0,1.75,1510,8,1510,1770
1600000.0,2.5,2850,10,1790,2850
1200000.0,2.5,4280,11,3400,3520
355425.0,2.5,3238,8,1678,3056
1157400.0,2.5,2740,10,2740,2740
689000.0,2.5,2020,7,2020,2250
500000.0,3.25,1520,7,1520,1520
430000.0,2.5,3860,8,2300,2520
299500.0,2.25,1600,7,1080,1620
349950.0,2.5,2090,8,2090,2080
1419000.0,3.25,4020,9,3120,3550
998000.0,2.25,2910,9,2910,2780
329000.0,1.0,900,7,900,1220
575000.0,1.75,1720,8,1720,1620
529900.0,2.25,3030,8,2600,2230
1470000.0,2.5,3030,9,2380,1940
725000.0,1.75,2190,7,1450,1980
286000.0,2.5,1680,8,1680,1720
335000.0,2.0,1210,7,1210,1690
395300.0,1.5,1120,7,1120,1470
510000.0,2.75,3180,8,3020,3020
203000.0,1.0,920,7,920,1660
248000.0,1.0,700,6,700,1250
265000.0,2.25,2540,8,2540,2140
1000000.0,1.5,2100,8,2100,1930
1000000.0,1.0,1540,7,1540,1540
241400.0,2.0,1420,7,1420,1550
309950.0,1.75,1450,7,1450,1340
294010.0,1.75,1550,6,830,1100
345000.0,2.25,1920,8,1920,1950
625000.0,2.25,1920,8,1920,1950
660000.0,2.5,2510,8,2510,2550
559000.0,2.0,1660,8,1660,1670
866000.0,3.25,3990,9,3990,3920
770000.0,2.0,2350,8,1810,2170
259950.0,1.5,1350,7,1350,1900
352000.0,2.75,2980,7,1710,2240
2466350.0,4.75,6390,10,4560,4010
395000.0,2.0,1590,7,1590,1320
276500.0,1.75,1400,6,1400,1120
530000.0,2.25,1880,8,1880,2520
798000.0,3.25,3500,10,3500,3500
380000.0,2.0,1370,8,1370,1380
350000.0,2.5,2810,8,2810,2640
325000.0,2.5,2220,8,2220,1980
336000.0,2.5,2110,8,2110,2110
286900.0,2.25,1720,7,1440,1990
472000.0,2.25,1780,8,1330,1780
263000.0,1.75,1410,7,1410,1560
565000.0,3.0,2110,7,1110,1730
765000.0,2.5,2700,10,2700,2840
1517000.0,2.25,2610,8,2610,2970
405000.0,2.0,1660,7,830,1610
1098000.0,3.5,4570,11,4570,4700
555000.0,3.0,3760,10,2640,2820
305000.0,2.5,1610,8,1610,1610
289950.0,2.25,1740,7,1390,1740
487500.0,3.5,3530,7,2380,2110
96500.0,1.0,840,6,840,840
185000.0,1.0,840,6,840,840
150550.0,1.0,1470,7,1470,1230
339000.0,2.0,2470,6,1970,1060
675000.0,1.75,2220,8,1280,2210
615000.0,1.75,1720,7,960,1660
837500.0,2.5,2700,8,2700,2120
250000.0,1.0,950,5,950,1690
583000.0,2.5,1790,8,1790,1800
499000.0,2.5,1610,8,1610,1540
550000.0,2.5,2290,8,2290,1600
400000.0,2.5,2170,7,2170,1760
990400.0,2.5,2100,9,2100,1820
600000.0,2.5,2320,8,2320,2200
325000.0,1.0,1120,6,1120,1340
265000.0,2.5,1530,7,1530,1360
1620500.0,2.5,3490,9,1770,3640
347500.0,1.5,1180,7,1180,1710
629000.0,2.0,2050,7,1470,1560
1087500.0,2.0,2360,9,2360,3030
397500.0,2.5,2570,8,2570,2150
404500.0,1.0,1270,7,1270,1980
225000.0,1.5,1250,7,1250,1260
267000.0,2.25,2510,8,1610,1940
800000.0,3.75,2690,9,2120,2830
339000.0,2.5,2900,8,2900,2720
1850000.0,2.5,3830,11,2370,3080
525000.0,1.0,1280,7,1280,1420
1150000.0,3.5,4350,10,3520,3260
565000.0,1.0,1370,7,1370,1450
387000.0,2.25,1230,8,960,1130
720000.0,2.5,2440,9,2440,2860
1500000.0,3.5,4410,12,3420,4090
235000.0,1.0,910,6,910,1310
365000.0,1.0,910,6,910,1310
368250.0,2.5,2150,8,2150,2150
580000.0,2.5,2150,8,2150,2150
1100000.0,3.25,3190,8,2610,2240
215000.0,2.5,2130,7,2130,3220
648000.0,2.5,2740,9,2740,2630
705000.0,3.0,3150,9,3150,3150
465000.0,2.25,1450,8,1180,1450
650000.0,2.0,2400,8,1900,1520
335000.0,2.25,2280,7,1140,1660
640000.0,2.0,2310,8,2310,2710
638250.0,2.5,2460,9,2460,2420
1460000.0,3.5,4200,12,3640,3750
375000.0,2.0,1620,7,1620,1620
842000.0,1.75,2170,8,2170,1910
499950.0,2.25,2880,8,1710,1880
810000.0,2.5,3280,11,3280,3280
310000.0,2.0,2900,7,2900,1260
730000.0,2.5,2160,9,1540,930
637800.0,1.75,2250,7,1420,1930
225000.0,1.0,1340,5,1340,1240
417500.0,1.0,1390,7,1390,1390
265000.0,2.0,1600,7,1600,1540
550000.0,2.5,2050,8,2050,2010
625700.0,2.0,2570,7,2570,2010
595000.0,2.5,2660,9,2660,2590
270000.0,1.5,1540,7,1540,1550
739375.0,3.0,2640,7,2140,1540
357562.0,1.75,1210,8,1210,1210
1010000.0,2.5,3760,11,3760,3930
455000.0,1.75,1350,8,1350,1440
310000.0,2.25,2600,8,1810,2070
415000.0,2.75,3900,6,3460,2460
452000.0,1.0,1340,8,1340,1680
810000.0,2.0,1760,7,1760,3430
730001.0,2.0,1840,7,1010,1760
825000.0,2.25,2980,9,2230,2980
665000.0,2.5,1730,8,1730,1730
327500.0,1.75,1650,8,1650,1750
699950.0,2.5,3370,9,3370,2980
424000.0,2.5,2200,9,2200,2560
657000.0,2.5,2180,7,1420,1560
445000.0,1.75,1490,7,1210,2090
450000.0,2.5,1530,8,1050,1610
350000.0,1.0,1180,7,1180,1450
460000.0,2.5,2080,9,2080,2550
385000.0,2.5,3200,8,1610,2030
272000.0,2.25,1880,7,1880,1580
535000.0,2.5,2510,7,2510,2660
216500.0,1.0,1060,6,1060,910
325000.0,2.5,2130,8,2130,1910
420200.0,1.75,1320,7,1320,1370
258000.0,1.75,1040,6,1040,1290
450000.0,2.0,1150,7,1150,1230
720168.0,2.25,2120,7,1420,1420
652000.0,2.0,2130,7,1330,2010
569500.0,2.5,2340,8,2340,2140
411000.0,1.75,2250,7,2250,1550
524950.0,1.75,1890,7,1290,1320
153000.0,1.0,1140,6,760,1340
775000.0,2.5,2780,9,2780,2630
338500.0,2.5,2390,8,2390,2520
570000.0,1.75,2390,8,1500,2040
653000.0,2.0,2680,9,1880,1570
435000.0,2.5,1560,8,1080,1560
207000.0,1.0,1130,6,1130,1060
540000.0,1.0,1120,7,1120,3040
386000.0,2.25,2050,8,1770,2230
265000.0,2.25,2600,8,2600,2200
250000.0,2.25,1050,7,740,1260
1697000.0,2.0,2600,10,1930,2670
455000.0,2.5,2811,9,2811,3040
1795000.0,3.25,4060,11,4060,3220
759000.0,2.0,2260,7,1130,2260
970000.0,2.75,4430,10,4430,3820
280000.0,0.0,600,3,600,990
690000.0,2.25,2430,9,1430,2550
789900.0,2.5,3420,10,1750,2900
447500.0,1.0,1180,7,1180,980
440000.0,2.25,2010,7,1220,1820
278000.0,2.0,1230,7,1230,1470
980000.0,2.5,2750,8,1750,1520
245000.0,2.75,1300,7,860,1550
287000.0,1.5,1150,7,1150,1640
435000.0,1.75,2220,7,1110,2130
585000.0,2.5,2050,9,2050,2410
616000.0,1.75,1700,8,1700,1480
203000.0,1.75,1610,7,1100,1610
860000.0,2.75,2720,8,1790,1360
833000.0,2.5,2190,8,1170,2630
565000.0,2.75,2730,8,2730,2520
572500.0,2.5,2490,9,2490,2500
254000.0,2.0,1510,7,1510,1510
1525000.0,4.25,4720,11,4720,3010
900000.0,3.0,3810,9,3810,2580
899000.0,2.5,1950,9,1950,2080
560000.0,2.0,1300,7,1300,1230
512500.0,1.75,1610,7,1180,1520
775000.0,2.5,2040,7,1180,1540
200000.0,1.0,700,5,700,960
172000.0,1.0,970,6,720,1560
219900.0,1.0,910,6,910,1090
641200.0,1.0,1060,7,1060,1620
473000.0,3.25,2180,7,2180,1840
540000.0,1.75,2050,8,1400,1740
295000.0,1.0,750,6,750,1540
370000.0,1.0,800,6,800,1480
1727000.0,2.25,3470,9,2360,3010
275000.0,1.5,1390,6,1390,1440
89000.0,1.0,900,6,900,900
175000.0,1.75,1050,6,1050,1230
490000.0,2.5,2410,9,1600,3090
342400.0,2.25,1180,7,1180,2660
345000.0,1.0,1140,7,1140,1510
399000.0,1.0,700,6,700,1570
550000.0,2.5,2060,8,1320,2050
652450.0,2.25,2230,8,1630,2190
438000.0,2.25,1950,8,1350,2125
605000.0,1.75,2100,7,1340,1640
395000.0,2.5,2130,7,1330,1800
449950.0,2.0,1880,7,1880,1680
651100.0,2.5,2310,9,2310,2500
241000.0,1.0,880,6,880,1130
3418800.0,5.0,5450,11,5450,3160
268500.0,1.5,1290,8,660,1860
200000.0,1.0,1010,6,1010,1290
400375.0,1.75,1690,6,890,1060
429000.0,1.75,1350,8,1350,1665
230000.0,1.0,680,6,680,1470
1200000.0,2.25,2860,10,2860,2890
314200.0,1.0,610,5,610,970
513000.0,2.5,2660,8,1880,1910
535000.0,1.0,1390,7,960,1450
420000.0,3.0,2290,7,2290,1360
345950.0,2.5,2110,8,2110,2110
483500.0,2.0,1200,7,600,1730
695000.0,2.25,2360,8,1520,1810
295000.0,2.5,2350,7,2350,2000
434975.0,2.25,1590,7,1060,1860
513000.0,2.5,1810,8,1810,1810
360000.0,1.75,1900,8,1900,1710
234900.0,1.0,1250,7,1250,1040
963000.0,3.5,3280,10,3280,3280
595000.0,1.5,870,7,870,2090
942500.0,3.25,3570,10,3570,4100
1029000.0,3.25,3780,11,3780,3720
350000.0,1.0,1190,6,1190,1680
416500.0,2.0,2280,8,2280,1900
209900.0,1.0,1030,5,1030,1330
802000.0,1.75,2870,8,1840,2200
230000.0,1.5,1520,7,1520,1370
489000.0,3.0,3700,9,3700,2130
497000.0,1.5,2240,8,1620,3200
250000.0,2.25,1920,8,1520,2170
925000.0,3.0,2560,10,2110,2160
390000.0,2.5,1840,8,1840,1840
415000.0,2.75,2080,7,2080,2220
785000.0,2.0,1600,7,1600,1800
575000.0,2.0,2168,8,2168,1770
170000.0,1.0,860,6,860,1100
750000.0,1.75,2100,7,1100,1890
230000.0,1.0,1140,7,1140,1140
855000.0,3.0,3090,9,3090,3120
235000.0,1.0,1330,6,1330,1490
335000.0,1.0,1360,5,1360,1460
1195000.0,3.0,3420,9,2540,3750
677000.0,2.0,2180,8,2060,1370
575000.0,2.0,1800,7,1600,1640
450000.0,1.0,1120,7,1120,1120
817250.0,2.5,2980,8,2980,2430
440000.0,2.25,2600,8,1810,2580
526000.0,2.0,1550,7,1550,1180
762500.0,2.25,3330,10,3330,3360
325000.0,2.5,2200,8,2200,2460
840000.0,3.5,3840,11,3840,2430
377500.0,1.0,840,6,840,1300
212500.0,1.5,1270,6,1270,1270
749400.0,2.5,3240,10,3240,3010
663000.0,2.5,2480,8,2480,2350
1476000.0,2.25,4470,9,3240,2930
261000.0,1.0,1780,7,1060,1450
515000.0,2.5,1850,8,1850,2080
410000.0,2.25,2200,8,2200,2060
336000.0,2.25,2760,8,2760,2760
440000.0,1.0,1090,7,1090,1090
908950.0,2.75,3090,9,3090,2890
554000.0,1.0,820,7,820,1750
387000.0,2.25,1445,7,1300,1410
268643.0,2.25,1810,7,1810,1660
514000.0,1.75,1620,7,920,1610
420000.0,1.75,1060,7,1060,1760
199000.0,1.75,1050,7,1050,1300
225000.0,1.0,1010,7,1010,1260
320000.0,2.5,2050,8,2050,1970
204995.0,1.0,970,6,970,1500
376000.0,2.0,1540,8,1540,1560
705000.0,2.75,3000,9,3000,3340
725995.0,2.5,3190,9,3190,2630
285000.0,2.5,1870,7,1100,1590
285000.0,2.5,2200,8,2200,2310
731000.0,2.5,3070,9,3070,3160
1564350.0,3.75,3730,10,2820,3880
510000.0,2.5,2440,7,2440,1990
620000.0,1.0,990,7,990,1920
1110000.0,4.0,4160,11,4160,4300
796000.0,3.5,3670,9,2870,1520
255000.0,1.5,910,5,910,1580
807000.0,2.5,1940,9,1940,1410
315000.0,2.5,1780,9,1780,2650
637000.0,2.25,2200,8,2200,2290
2725000.0,4.25,6410,12,5610,2270
490000.0,2.0,2070,8,1220,2130
253000.0,1.75,2040,7,1020,1740
325900.0,2.5,2320,8,2320,2150
425000.0,2.0,1440,7,870,2020
215000.0,2.5,1700,7,1700,1570
315000.0,2.5,1700,7,1700,1570
724800.0,2.0,2050,8,1180,1940
295000.0,1.0,800,6,800,1220
509007.0,1.75,1800,8,1350,1770
306000.0,2.0,1460,6,1460,2250
205000.0,1.75,1290,7,1290,1350
275000.0,1.5,1900,7,1200,1670
685000.0,1.75,1480,8,1480,1850
465000.0,2.5,2090,7,1220,1740
560000.0,2.25,1950,8,1330,2170
458500.0,1.75,1250,7,1250,1570
354000.0,1.0,990,6,990,1100
441000.0,2.5,2740,9,2740,2740
194000.0,1.75,1260,7,1110,1540
316500.0,2.5,2150,8,2150,1910
524950.0,1.75,1750,7,1230,1480
1052000.0,2.25,2880,8,1920,2880
925000.0,2.25,2590,9,2590,2720
780000.0,1.75,2430,7,1830,1610
241000.0,2.0,1470,6,1470,1180
519000.0,2.75,2020,7,1270,2020
286000.0,1.0,610,6,610,870
400000.0,2.0,3000,8,1500,2400
255000.0,1.0,920,5,920,1530
152000.0,1.75,1070,6,1070,950
599000.0,2.0,3410,8,3410,2350
330000.0,2.5,1820,7,1820,1820
461000.0,1.0,1060,7,1060,1980
620000.0,2.5,3070,9,3070,2150
352500.0,2.5,2300,7,1840,2120
435000.0,2.0,1610,7,1260,1630
725000.0,2.75,2830,9,2830,3150
300000.0,1.0,970,7,970,2040
252000.0,2.5,1680,7,1680,1550
464625.0,2.75,2040,8,1260,2470
340000.0,1.0,1450,7,1450,1500
1325000.0,2.25,2870,9,1980,2370
455000.0,2.0,1870,7,1120,1860
495000.0,3.5,2490,8,2490,1960
925000.0,2.5,3350,9,2640,1000
587000.0,2.75,3190,9,3190,3240
524000.0,1.75,1560,6,780,1470
1030000.0,2.5,2750,9,1960,2400
176000.0,1.0,920,8,920,1310
249900.0,1.0,1140,6,1140,1110
499500.0,2.5,2520,7,2520,2020
600000.0,3.5,3150,9,1620,3150
294000.0,2.5,2040,7,2040,1860
272000.0,2.0,1780,7,1780,2210
390000.0,2.5,2240,8,2240,1900
700000.0,2.5,3270,9,2320,2340
635000.0,2.75,3110,9,3110,3550
920000.0,1.5,1850,8,1660,1970
500000.0,1.75,1570,7,1190,1530
263500.0,1.0,750,6,750,1020
975000.0,2.25,2240,10,2240,2600
575000.0,2.5,1870,8,1870,1940
822000.0,2.5,2683,9,2683,2683
300000.0,1.0,1490,7,1490,1280
487600.0,2.5,2340,8,2340,2200
500000.0,2.0,1700,7,850,1620
680000.0,2.0,1450,9,1450,1490
419000.0,2.5,3310,9,3310,3310
450000.0,1.75,1520,6,1520,1530
650000.0,1.75,1260,7,1260,1410
550000.0,1.75,1840,8,1840,1840
330000.0,2.0,1750,6,1070,2090
282510.0,1.0,1450,6,1450,1530
2385000.0,4.0,6330,13,4900,2200
230000.0,2.0,1260,7,1020,1560
750000.0,1.75,2100,8,2100,1630
321000.0,2.5,2430,8,2430,2100
2196000.0,3.25,4250,10,3350,3790
245000.0,2.0,1830,7,1370,1830
510000.0,1.0,1310,6,1310,1550
751000.0,3.25,3090,9,2370,3630
675000.0,2.5,2560,9,2560,2790
295000.0,1.75,1930,8,1930,2270
312000.0,1.0,1460,7,1260,1580
730000.0,3.0,3460,9,2560,3460
762500.0,3.5,3290,9,2670,3090
150000.0,1.0,820,6,820,1470
270000.0,1.0,1480,6,760,1480
400000.0,2.0,1420,7,1420,1530
650000.0,2.5,2790,8,2790,2620
530000.0,1.5,1390,8,970,1610
248000.0,1.0,950,7,950,1260
760000.0,3.5,3000,7,1780,1360
199000.0,1.0,1280,7,1280,1540
240000.0,1.0,870,7,870,1070
415000.0,1.5,1360,7,1360,1580
228000.0,1.0,1000,7,1000,1420
525000.0,2.5,2740,8,1980,2170
399950.0,1.75,1560,7,810,1440
781000.0,2.5,2590,9,2590,2360
827000.0,2.5,1850,9,1560,1810
525000.0,2.25,2500,7,2500,1980
671300.0,2.5,3280,7,3280,2600
175000.0,1.0,670,5,670,700
1100000.0,2.75,2890,10,2150,3010
800000.0,2.5,3000,8,1500,2690
329950.0,2.5,1920,7,1920,2200
445000.0,3.25,1960,7,1960,1980
237000.0,1.75,2000,7,1140,1060
1112500.0,4.0,3600,9,2610,1430
438900.0,2.5,2740,9,2740,3010
1280000.0,4.5,3650,8,2530,2510
600000.0,2.5,2310,8,2310,1950
670000.0,2.5,2095,9,2095,2095
519000.0,2.0,1560,8,1560,1855
320000.0,2.25,1880,8,1390,1910
270000.0,1.5,840,7,840,840
1000000.0,2.5,2730,9,2730,2360
330000.0,1.0,860,6,860,1380
657500.0,2.0,2320,7,1510,2160
450000.0,1.75,1540,7,1540,3790
150000.0,1.0,890,5,890,1330
792500.0,2.5,4290,10,4290,3370
540000.0,2.5,1950,9,1950,2650
229900.0,1.0,1010,7,1010,1380
533000.0,2.5,2830,8,2830,2830
239000.0,1.75,1500,7,1000,1700
713900.0,2.5,3370,10,3370,3350
427500.0,2.5,3160,9,3160,2500
302000.0,1.0,1110,7,1110,1800
1150000.0,2.5,3830,11,3830,2950
555000.0,2.5,3160,8,2650,2720
495000.0,2.25,2100,7,2100,1650
495000.0,1.5,2240,7,2240,2150
340000.0,0.75,1060,6,560,750
464950.0,2.25,2350,9,2350,2580
320000.0,2.5,1940,8,1940,2400
440000.0,1.0,1160,7,1160,1580
686000.0,1.5,1840,8,1840,2100
555000.0,1.75,2260,8,1620,1960
361500.0,1.0,840,6,840,1390
1240000.0,3.0,2830,9,2460,2900
154950.0,1.0,1600,6,1600,1410
247200.0,1.75,1370,7,1370,1370
250000.0,2.25,1960,7,1490,1580
590300.0,1.5,1470,7,1470,1530
541125.0,2.75,2740,8,1370,2020
310000.0,2.5,1090,7,1090,1410
704111.0,2.75,2460,8,1680,2380
277500.0,2.25,1820,7,1820,1520
325000.0,2.75,1960,7,980,1480
289200.0,2.25,1760,7,1760,1760
185000.0,1.0,720,6,720,1170
1445000.0,3.5,3470,11,2500,1940
420550.0,2.0,1370,7,1370,1280
603000.0,2.25,2370,8,1550,1890
345000.0,1.0,1390,7,1230,1780
650000.0,2.0,1840,7,920,1480
589950.0,3.0,2790,7,1500,1620
309950.0,2.25,1460,8,1460,1460
775000.0,2.5,2620,9,2620,2620
590000.0,1.5,2230,7,1330,1630
863500.0,3.0,3250,8,2420,1260
517500.0,1.0,1190,7,1190,1350
700000.0,3.0,2090,7,1290,1570
699000.0,2.5,2580,10,2090,1660
350000.0,2.5,2100,7,1690,1970
795000.0,2.5,3160,10,3160,3160
543000.0,2.5,2090,7,1360,2090
325000.0,2.5,1570,7,1570,1740
337500.0,1.0,1020,7,1020,1240
425000.0,1.0,1300,7,1300,1600
780000.0,2.5,2110,9,2110,2560
259000.0,1.0,1210,5,1210,2140
524400.0,1.75,1990,8,1850,2090
260000.0,2.0,1630,7,1630,1610
273000.0,2.0,1384,7,1384,1078
639900.0,2.5,3380,10,3380,3710
420000.0,2.5,2480,10,2480,2990
510500.0,1.0,1270,7,1270,1470
290000.0,1.0,1010,6,1010,1360
226000.0,1.75,1490,6,990,1490
300000.0,1.0,820,6,820,1520
407450.0,2.0,1810,7,1810,1420
390000.0,2.25,3060,7,1530,1850
1058800.0,2.75,2980,8,2130,2730
610000.0,2.5,3440,11,3440,3990
239975.0,2.5,1820,7,1220,1350
375000.0,2.5,2320,7,1480,1660
742500.0,2.5,2620,9,2620,2640
450000.0,1.75,2190,8,2020,1920
300000.0,2.25,1780,8,1780,2080
216600.0,1.75,2200,7,1240,1770
525000.0,1.75,1600,7,1600,1670
455000.0,2.25,2450,8,1650,1820
390000.0,2.25,2680,8,2680,2980
450000.0,1.75,1850,7,880,1450
382000.0,1.0,1740,7,1740,1590
287000.0,2.25,1490,7,1170,1590
460000.0,2.0,1960,8,1960,2560
435000.0,2.25,1380,7,1380,1930
575000.0,1.0,1510,8,1310,1700
626700.0,1.5,1410,7,1410,1370
352000.0,1.5,1440,7,1440,1440
650000.0,1.0,920,7,920,1460
197000.0,1.0,1090,7,1090,1300
340000.0,2.75,2790,7,1470,1760
560000.0,2.0,1840,7,1840,2300
354000.0,1.75,1340,7,1340,1780
670000.0,2.5,2570,9,2570,2760
769000.0,3.5,3010,9,3010,2520
650000.0,2.5,2160,7,1080,1650
650000.0,1.75,2140,7,1290,1960
289950.0,1.75,2090,7,1050,1710
300000.0,1.75,1810,7,1240,1850
471000.0,1.75,1760,7,1070,1860
639000.0,2.5,2500,9,2500,2560
287000.0,1.0,930,7,930,1910
740000.0,2.5,3030,10,3030,2850
499922.0,2.0,1460,7,940,1460
675000.0,2.5,2940,9,2940,2670
738515.0,2.75,3360,9,3360,3360
445000.0,1.75,2110,8,1210,1660
1039000.0,2.25,2740,10,1980,2790
346000.0,1.0,1070,7,880,1160
450000.0,2.0,1680,7,1180,1400
350000.0,2.5,2260,9,2260,2650
2400000.0,3.5,5860,10,3690,4150
594950.0,2.25,2380,8,2380,2250
1695000.0,3.0,3320,9,3320,2330
219000.0,1.0,1050,7,1050,1550
450000.0,2.5,2070,7,2070,2340
402000.0,2.25,1790,7,1790,1400
275000.0,1.0,840,6,840,1100
421500.0,1.5,990,7,990,1490
560000.0,3.0,4120,9,3180,2770
314000.0,1.75,1620,7,1620,1660
287000.0,2.0,1340,7,1340,1410
277000.0,1.0,1500,6,1500,1330
337500.0,1.0,1300,7,1300,1240
792000.0,2.75,3100,10,3100,3140
435000.0,2.5,3380,8,2200,2060
313100.0,2.5,2660,7,1450,1870
575000.0,2.25,1700,7,1100,1700
510000.0,2.5,1840,8,1240,2010
299950.0,1.0,890,6,890,950
1028000.0,3.0,2800,9,1580,2580
364000.0,1.75,2010,7,1340,1500
335000.0,1.0,1380,7,1380,1440
219950.0,1.0,1210,6,1210,1430
215000.0,2.0,1280,7,1280,1290
640000.0,2.5,4090,8,3670,2430
535000.0,1.0,1580,7,1180,1560
253000.0,2.0,1910,7,1140,1540
650000.0,2.5,1740,8,1210,1640
672000.0,2.25,1130,8,1130,1330
606000.0,1.75,1970,8,1130,2280
292000.0,2.25,1780,8,1280,1710
289950.0,2.0,1670,8,1670,2290
257500.0,1.5,1360,7,1360,1180
380000.0,2.5,1840,7,1290,2160
360000.0,1.75,1255,8,1255,1010
269500.0,1.75,1840,7,1240,1980
449000.0,2.5,2960,9,2960,2570
375000.0,1.5,1430,7,1430,1540
2200000.0,4.75,5990,11,4050,3330
810000.0,2.5,3480,11,3480,2930
994000.0,3.25,4260,10,4260,4020
275000.0,2.25,1820,7,1080,1820
300000.0,1.0,1290,7,1290,1290
380000.0,2.5,2130,7,2130,1500
200000.0,2.0,1170,7,1170,1440
635000.0,3.5,1730,9,1350,1830
280000.0,1.0,880,6,880,1190
574000.0,2.5,2380,8,2380,2580
1050000.0,1.0,1330,6,1330,2920
545000.0,2.25,1780,8,1780,2440
271950.0,1.5,1220,7,1220,2110
630000.0,1.75,2490,8,1540,2790
400000.0,1.0,1180,7,1180,1600
334000.0,2.5,2310,8,2310,2480
332500.0,2.0,1440,7,1440,1300
525000.0,1.5,1620,9,1080,1660
408000.0,2.5,2620,8,2620,2190
846450.0,2.5,3710,9,3710,3040
411100.0,1.5,1040,7,1040,1580
409124.0,3.25,3320,8,2480,2330
335950.0,1.5,800,7,800,1190
480000.0,2.5,2040,7,1240,1800
280000.0,1.75,1960,7,980,1960
668000.0,2.5,2670,8,2670,2670
750000.0,2.5,2930,8,2930,2120
394475.0,1.0,830,6,830,950
848000.0,1.75,2290,7,1980,2870
675000.0,1.5,2510,8,2510,1740
175000.0,1.0,1280,6,1280,1170
560000.0,1.5,1810,8,1350,2020
538888.0,2.75,2080,8,2080,2030
359000.0,1.75,1680,8,1680,1840
300000.0,2.25,1660,7,1660,1680
273000.0,2.5,1650,7,1650,1930
670000.0,2.5,1420,9,1280,1490
530000.0,2.25,2240,8,1740,1890
625000.0,1.5,1230,7,910,1260
248000.0,1.0,1260,6,1260,1520
533000.0,2.5,2060,8,2060,1930
549950.0,3.5,3090,8,2190,2200
485000.0,1.75,3220,8,2010,1660
353500.0,2.5,2020,7,2020,1930
435000.0,1.75,1910,9,1910,2580
241000.0,1.0,1150,6,1000,1340
885000.0,2.75,2730,8,1550,1860
799200.0,3.0,2890,7,2290,2180
760000.0,2.5,2280,8,1490,2100
270000.0,1.0,1040,6,1040,1380
675000.0,1.75,2440,9,2040,2040
499000.0,2.5,1720,8,1000,1720
1202500.0,2.5,3430,10,3430,3440
320000.0,2.5,2570,8,2570,2570
890000.0,3.25,4360,10,2320,2410
275000.0,2.75,2060,7,1210,1940
490000.0,2.5,3020,10,3020,3020
550000.0,2.5,2340,7,1540,1590
390000.0,2.0,2400,7,1210,1760
277000.0,2.25,1610,7,1110,1690
236000.0,1.75,1090,7,1090,1660
265953.0,1.75,1470,7,1470,2090
545000.0,2.25,1670,8,1240,1910
535000.0,2.5,1850,8,1850,1780
1450000.0,2.75,3940,9,2140,3390
490000.0,3.0,2330,9,1920,2330
319950.0,2.5,2020,6,2020,1440
625000.0,1.5,1300,7,1300,2280
248000.0,1.0,1180,7,1180,1760
475000.0,1.75,1320,8,1320,2050
410000.0,2.75,2520,7,1320,1820
670000.0,2.5,1680,9,1680,1950
430000.0,2.5,2000,7,2000,2000
313000.0,1.0,1180,6,1180,1650
950000.0,3.25,3330,9,3330,4340
751750.0,2.0,1880,8,1880,1590
760000.0,2.5,2990,9,2210,2990
310650.0,1.75,1510,7,1510,1480
367500.0,3.0,3110,8,3110,2820
580000.0,2.5,2150,8,2150,2030
580000.0,2.25,1900,8,1200,1310
665000.0,2.5,2720,10,2720,2720
239950.0,2.25,1560,7,1560,1920
470000.0,2.5,1990,8,1990,2220
733000.0,1.75,1740,8,950,1800
250000.0,2.0,2130,7,1350,1550
402000.0,1.75,1510,7,1510,1480
295000.0,3.5,2100,7,1410,1410
355000.0,2.5,2344,8,1560,2344
289000.0,1.5,1970,6,1970,1850
376000.0,2.25,1470,7,1470,1400
212700.0,1.0,940,7,940,940
